index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
390,[0.],[154.55602148],[9.37123975],[0.00319579],[0.07297055],[34.90016397],[0.14990234],[1573.22509766],[1342.97509766],[4095],[4094],[4092],[4090],[4094],[4086],[4086],[3935]
391,[156.4475083],[154.27828418],[9.27546826],[0.01651158],[34.88311976],[34.89643555],[0.14990234],[1649.97509766],[1611.60009766],[4088],[4088],[4086],[4092],[4092],[4090],[4088],[3938]
392,[0.31125732],[154.48898145],[9.32814258],[0.04420844],[0.02290317],[34.89483766],[0.14990234],[1995.35009766],[1496.47509766],[4088],[4095],[4085],[4087],[4086],[4095],[4086],[3948]
393,[156.53849121],[154.46503857],[9.28983398],[34.90602292],[34.8921745],[34.90602292],[0.14990234],[1995.35009766],[1496.47509766],[4093],[4093],[4093],[4090],[4095],[4095],[4087],[3942]
394,[0.08140576],[154.38842139],[9.26110254],[0.03888212],[0.03195791],[0.00106526],[0.14990234],[1841.85009766],[1342.97509766],[4091],[4095],[4084],[4095],[4091],[4091],[4085],[3942]
395,[156.44271973],[154.55123291],[9.28983398],[0.02077264],[0.03195791],[34.89803345],[0.14990234],[1458.10009766],[1151.10009766],[4092],[4087],[4091],[4085],[4087],[4092],[4092],[3942]
396,[0.09098291],[154.39799854],[9.39518262],[0.01597895],[0.03036001],[34.90122924],[0.14990234],[1573.22509766],[1342.97509766],[4087],[4092],[4094],[4087],[4095],[4095],[4090],[3947]
397,[156.67735986],[154.56081006],[9.18927393],[0.02024001],[0.02130527],[34.90282713],[0.14990234],[1573.22509766],[1342.97509766],[4093],[4093],[4088],[4092],[4091],[4084],[4092],[3940]
398,[156.89763428],[154.52729004],[9.29462256],[0.01438106],[34.90016397],[34.89643555],[0.14990234],[1611.60009766],[1189.47509766],[4093],[4091],[4087],[4092],[4090],[4094],[4084],[3947]
399,[156.6342627],[154.52250146],[9.30898828],[0.02876212],[0.04793686],[34.89803345],[0.14990234],[1918.60009766],[1227.85009766],[4093],[4095],[4093],[4091],[4093],[4095],[4094],[3950]
400,[0.09577148],[154.54165576],[9.30419971],[0.01704422],[0.00479369],[34.89483766],[0.14990234],[1918.60009766],[1227.85009766],[4092],[4086],[4092],[4088],[4088],[4093],[4088],[3950]
401,[156.78749707],[154.52250146],[9.37602832],[0.01491369],[0.0351537],[34.89856608],[0.14990234],[1803.47509766],[1496.47509766],[4092],[4090],[4090],[4086],[4092],[4087],[4085],[3981]
402,[156.7827085],[154.52729004],[9.3616626],[0.02024001],[34.89323976],[34.89696818],[0.14990234],[1803.47509766],[1266.22509766],[4093],[4087],[4085],[4090],[4087],[4093],[4087],[4095]
403,[156.67257129],[154.52250146],[9.20842822],[0.01118527],[0.03408843],[34.88684818],[0.14990234],[1726.72509766],[1227.85009766],[4095],[4094],[4088],[4095],[4090],[4094],[4092],[4087]
404,[0.02873145],[154.49855859],[9.26589111],[0.03089264],[0.00639158],[34.89110923],[0.14990234],[1726.72509766],[1227.85009766],[4086],[4085],[4091],[4087],[4090],[4090],[4093],[4085]
405,[156.89763428],[154.50813574],[9.21800537],[0.01757685],[0.03728422],[34.90069661],[0.14990234],[1573.22509766],[1342.97509766],[4089],[4084],[4092],[4087],[4092],[4093],[4095],[4089]
406,[156.65820557],[154.45067285],[9.06955957],[0.01438106],[0.00213053],[34.88897871],[0.14990234],[2072.10009766],[1189.47509766],[4094],[4086],[4088],[4094],[4086],[4095],[4086],[4094]
407,[156.78749707],[154.52250146],[9.35687402],[0.01438106],[0.03302317],[34.89430502],[0.14990234],[2072.10009766],[1189.47509766],[4095],[4093],[4091],[4090],[4092],[4087],[4089],[4091]
408,[156.76834277],[154.4794043],[9.31856543],[34.90335976],[0.00852211],[34.87832607],[0.14990234],[1726.72509766],[1342.97509766],[4091],[4090],[4089],[4093],[4086],[4085],[4090],[4092]
409,[156.84017139],[154.42672998],[9.42870264],[0.00106526],[0.02609896],[34.88205449],[0.14990234],[1381.35009766],[1419.72509766],[4095],[4095],[4092],[4095],[4091],[4095],[4091],[4091]
410,[156.73961133],[154.63742725],[9.22758252],[34.90495766],[0.0335558],[34.88791344],[0.14990234],[1726.72509766],[1419.72509766],[4087],[4092],[4091],[4086],[4092],[4092],[4090],[4086]
411,[156.78749707],[154.49855859],[9.29941113],[34.88258713],[0.02556632],[34.88311976],[0.14990234],[1726.72509766],[1419.72509766],[4094],[4093],[4086],[4092],[4094],[4087],[4090],[4093]
412,[156.76834277],[154.46025],[9.323354],[34.86447765],[0.02237053],[34.89110923],[0.14990234],[1496.47509766],[997.60009766],[4093],[4087],[4093],[4089],[4094],[4094],[4095],[4091]
413,[156.7827085],[154.43151855],[9.36645117],[34.85808606],[0.02769685],[34.89537029],[0.14990234],[1573.22509766],[1227.85009766],[4094],[4092],[4086],[4091],[4094],[4095],[4089],[4091]
414,[156.75876562],[154.50813574],[9.30419971],[34.83731343],[0.03781686],[34.89537029],[0.14990234],[1573.22509766],[1227.85009766],[4093],[4094],[4087],[4088],[4090],[4089],[4095],[4092]
415,[156.6151084],[154.20645557],[9.25152539],[34.89590292],[0.04846949],[34.833585],[0.14990234],[1496.47509766],[1381.35009766],[4095],[4095],[4084],[4094],[4091],[4091],[4089],[4091]
416,[156.80186279],[154.57517578],[9.18927393],[0.04900212],[0.05006739],[34.7765934],[0.14990234],[1726.72509766],[1803.47509766],[4088],[4091],[3998],[4087],[4092],[4091],[4087],[4095]
417,[156.52891406],[154.82897021],[8.82534229],[34.8921745],[0.11451583],[34.90335976],[0.14990234],[1918.60009766],[1151.10009766],[4092],[4090],[4087],[4087],[4092],[4091],[4090],[3946]
418,[156.52891406],[154.82897021],[8.82534229],[34.8921745],[0.11451583],[34.90335976],[0.14990234],[1918.60009766],[1151.10009766],[4084],[4087],[4090],[4088],[4093],[4087],[4091],[3941]
419,[0.03352002],[153.98139258],[9.45743408],[0.04420844],[34.89963134],[34.89110923],[0.14990234],[2225.60009766],[1726.72509766],[4092],[4086],[4089],[4092],[4084],[4089],[4092],[3938]
420,[156.80665137],[154.79066162],[9.0264624],[0.1241032],[0.0015979],[34.89377239],[0.14990234],[2225.60009766],[1726.72509766],[4095],[4093],[4087],[4095],[4086],[4095],[4090],[3948]
421,[0.],[154.56559863],[9.64418848],[34.83891132],[34.89643555],[34.89856608],[0.14990234],[1611.60009766],[997.60009766],[4087],[4089],[4089],[4092],[4088],[4087],[4087],[3943]
422,[0.03830859],[154.12026123],[9.45264551],[0.03568633],[0.05858949],[34.89590292],[0.14990234],[1726.72509766],[1035.97509766],[4092],[4087],[4095],[4092],[4087],[4092],[4088],[3948]
423,[156.68214844],[154.76671875],[9.28025684],[0.02396843],[34.85755343],[34.89483766],[0.14990234],[1803.47509766],[1189.47509766],[4084],[4092],[4091],[4092],[4093],[4090],[4088],[3944]
424,[0.10056006],[154.37405566],[9.37602832],[0.0015979],[0.03408843],[0.],[0.14990234],[1803.47509766],[1189.47509766],[4094],[4089],[4095],[4092],[4092],[4089],[4089],[3940]
425,[156.55764551],[154.3118042],[9.16054248],[0.06924213],[0.04953475],[34.90549029],[0.14990234],[1918.60009766],[1227.85009766],[4089],[4088],[4092],[4084],[4092],[4092],[4088],[3943]
426,[0.1484458],[154.52250146],[9.31377686],[0.],[0.00639158],[34.90335976],[0.14990234],[1649.97509766],[1035.97509766],[4090],[4092],[4095],[4093],[4094],[4092],[4088],[3942]
427,[156.56243408],[154.44588428],[9.31377686],[0.03462106],[0.04900212],[34.90016397],[0.14990234],[1649.97509766],[1035.97509766],[4091],[4093],[4090],[4092],[4089],[4094],[4089],[3943]
428,[0.03352002],[154.59911865],[9.46222266],[0.04207791],[34.88311976],[34.89643555],[0.14990234],[1496.47509766],[805.72509766],[4087],[4089],[4092],[4095],[4091],[4089],[4088],[3945]
429,[156.88326855],[154.49377002],[9.26110254],[0.01278316],[0.04633896],[34.89537029],[0.14990234],[1841.85009766],[1611.60009766],[4089],[4088],[4095],[4088],[4094],[4092],[4087],[3956]
430,[0.03830859],[154.51292432],[9.25152539],[0.04846949],[34.90335976],[34.89643555],[0.14990234],[1880.22509766],[1074.35009766],[4088],[4087],[4089],[4090],[4089],[4088],[4084],[4082]
431,[156.84017139],[154.56081006],[9.36645117],[0.03462106],[0.03408843],[34.88578292],[0.14990234],[1880.22509766],[1074.35009766],[4092],[4095],[4095],[4085],[4088],[4089],[4083],[4092]
432,[156.69651416],[154.49855859],[9.26110254],[0.02716422],[0.00692421],[34.89963134],[0.14990234],[1841.85009766],[1342.97509766],[4091],[4094],[4086],[4087],[4087],[4095],[4089],[4092]
433,[156.83059424],[154.43151855],[9.27546826],[0.02929475],[0.03834949],[34.88258713],[0.14990234],[1688.35009766],[1573.22509766],[4093],[4092],[4086],[4093],[4085],[4091],[4092],[4092]
434,[156.73482275],[154.49855859],[9.39039404],[0.02663159],[0.01331579],[34.89909871],[0.14990234],[1688.35009766],[1573.22509766],[4094],[4091],[4093],[4087],[4090],[4087],[4087],[4090]
435,[156.88326855],[154.60390723],[9.22758252],[0.01970738],[0.01651158],[34.88152186],[0.14990234],[1573.22509766],[1227.85009766],[4093],[4093],[4093],[4095],[4091],[4092],[4089],[4091]
436,[156.82580566],[154.48419287],[9.38081689],[0.01384843],[0.02237053],[34.88631555],[0.14990234],[1573.22509766],[1342.97509766],[4088],[4085],[4092],[4087],[4091],[4089],[4089],[4088]
437,[156.85932568],[154.46025],[9.39039404],[34.90549029],[0.01597895],[34.8788587],[0.14990234],[1496.47509766],[1074.35009766],[4090],[4091],[4088],[4089],[4090],[4089],[4087],[4086]
438,[156.82101709],[154.42194141],[9.39997119],[34.89430502],[0.01757685],[34.87779344],[0.14990234],[1496.47509766],[1074.35009766],[4086],[4092],[3986],[4090],[4095],[4089],[4091],[4087]
439,[156.78749707],[154.36926709],[9.26589111],[34.90176187],[0.01917474],[34.88365239],[0.14990234],[1496.47509766],[1189.47509766],[4089],[4090],[3922],[4088],[4090],[4092],[4085],[4090]
440,[156.83538281],[154.60390723],[9.34729687],[34.88418502],[0.0218379],[34.87726081],[0.14990234],[1726.72509766],[1035.97509766],[4086],[4091],[3903],[4085],[4088],[4085],[4088],[4086]
441,[156.89763428],[154.52729004],[9.3425083],[34.8586187],[0.0335558],[34.87779344],[0.14990234],[1726.72509766],[1035.97509766],[4095],[4088],[3893],[4093],[4095],[4092],[4095],[4088]
442,[0.0191543],[154.6086958],[9.37123975],[34.823465],[0.08894951],[34.88311976],[0.14990234],[1458.10009766],[1534.85009766],[4091],[4091],[3875],[4091],[4090],[4090],[4090],[4091]
443,[156.53849121],[154.19687842],[8.83970801],[34.80695341],[0.12090741],[34.87619554],[0.14990234],[1726.72509766],[1419.72509766],[4092],[4087],[3867],[4086],[4088],[4087],[4087],[4088]
444,[156.79228564],[154.57038721],[8.93069092],[0.0671116],[34.85275975],[34.84210711],[0.14990234],[1726.72509766],[1419.72509766],[4092],[4090],[3874],[4089],[4094],[4095],[4089],[4092]
445,[0.11492578],[154.42194141],[9.44785693],[0.00532632],[0.06444844],[34.7563534],[0.14990234],[1803.47509766],[1381.35009766],[4093],[4092],[3862],[4091],[4088],[4095],[4093],[4090]
446,[156.57201123],[154.27828418],[9.44306836],[0.04261054],[0.0905474],[34.74836392],[0.14990234],[1880.22509766],[997.60009766],[4087],[4092],[3866],[4087],[4087],[4088],[4089],[4087]
447,[156.82580566],[154.66615869],[9.07434814],[0.00213053],[34.90335976],[34.79044183],[0.14990234],[1880.22509766],[1189.47509766],[4092],[4089],[3864],[4093],[4086],[4091],[4092],[4093]
448,[0.22506299],[154.43630713],[9.62024561],[34.86820607],[0.08575371],[34.84317238],[0.14990234],[1880.22509766],[1189.47509766],[4087],[4086],[3869],[4091],[4090],[4087],[4087],[4094]
449,[156.4666626],[154.35968994],[9.27546826],[34.8586187],[0.08681898],[34.84849869],[0.14990234],[1688.35009766],[997.60009766],[4087],[4089],[3875],[4084],[4089],[4091],[4092],[4086]
450,[156.81622852],[154.43630713],[9.16054248],[34.9022945],[34.85915133],[34.89377239],[0.14990234],[1688.35009766],[1189.47509766],[4088],[4092],[3948],[4085],[4086],[4092],[4091],[4090]
451,[0.01436572],[154.51771289],[9.37123975],[34.89377239],[0.06817687],[34.88631555],[0.14990234],[1688.35009766],[1189.47509766],[4090],[4091],[3942],[4086],[4090],[4092],[4087],[4089]
452,[156.60553125],[154.39799854],[9.28025684],[34.8703366],[34.89110923],[0.00532632],[0.14990234],[1880.22509766],[1189.47509766],[4091],[4089],[3952],[4092],[4090],[4090],[4087],[4087]
453,[0.17717725],[154.64221582],[9.43827979],[0.01917474],[0.02130527],[0.05432844],[0.14990234],[1688.35009766],[1189.47509766],[4083],[4088],[3956],[4089],[4087],[4095],[4092],[4087]
454,[156.7635542],[154.89122168],[9.44306836],[0.0553937],[0.02237053],[0.13262531],[0.14990234],[1880.22509766],[1266.22509766],[4091],[4084],[3952],[4090],[4091],[4089],[4088],[4091]
455,[156.86411426],[154.28786133],[9.20363965],[0.09321056],[34.84050922],[0.32064432],[0.14990234],[1880.22509766],[1266.22509766],[4094],[4087],[3963],[4083],[4094],[4092],[4092],[4087]
456,[156.47623975],[155.62866211],[9.58193701],[0.11345057],[0.06072002],[34.87406502],[0.14990234],[1995.35009766],[1189.47509766],[4093],[4094],[3956],[4095],[4089],[4094],[4086],[4093]
457,[156.14582813],[154.19687842],[8.04959326],[0.38349487],[34.72386286],[0.20932428],[0.14990234],[1880.22509766],[1266.22509766],[4086],[4089],[3964],[4089],[4087],[4088],[4087],[4087]
458,[0.54110889],[154.70446729],[8.54281641],[0.40480014],[0.20026954],[0.2146506],[0.14990234],[1880.22509766],[1266.22509766],[4095],[4092],[4084],[4087],[4087],[4087],[3904],[3975]
459,[156.10751953],[155.65260498],[8.87322803],[34.63331546],[34.8921745],[34.90335976],[0.14990234],[1649.97509766],[1534.85009766],[4079],[4092],[4088],[4088],[4091],[4090],[3894],[3936]
460,[156.16019385],[154.72362158],[9.6585542],[34.68071969],[34.6743281],[0.0335558],[0.14990234],[1803.47509766],[1189.47509766],[4088],[4087],[4095],[4092],[4093],[4090],[3909],[3941]
461,[0.32083447],[153.42591797],[9.18448535],[34.85542291],[34.54543122],[0.03408843],[0.14990234],[1880.22509766],[1266.22509766],[4095],[4092],[4093],[4091],[4085],[4092],[4088],[3943]
462,[156.25596533],[154.37884424],[8.67210791],[0.10386319],[0.25353272],[34.89483766],[0.14990234],[1880.22509766],[1266.22509766],[4088],[4090],[4095],[4085],[4095],[4090],[4091],[3950]
463,[156.1506167],[154.46982715],[8.92590234],[34.84636817],[34.84796606],[34.90442503],[0.14990234],[1803.47509766],[1381.35009766],[4095],[4092],[4083],[4090],[4086],[4089],[4089],[3970]
464,[0.16281152],[154.34532422],[9.85488574],[0.01757685],[34.71800391],[0.02237053],[0.14990234],[1803.47509766],[1189.47509766],[4090],[4094],[4085],[4085],[4089],[4087],[4087],[4082]
465,[0.07182861],[154.78587305],[9.31856543],[0.12836426],[0.21198744],[34.89270713],[0.14990234],[1803.47509766],[1189.47509766],[4092],[4093],[4095],[4087],[4094],[4092],[4094],[4083]
466,[156.26075391],[154.72841016],[9.26589111],[0.00426105],[34.8117471],[0.00372842],[0.14990234],[1918.60009766],[1035.97509766],[4086],[4087],[4088],[4085],[4095],[4091],[4085],[4091]
467,[0.66561182],[154.45067285],[9.22758252],[0.02982738],[34.85648817],[34.90495766],[0.14990234],[1611.60009766],[1266.22509766],[4089],[4092],[4090],[4092],[4088],[4090],[4088],[3970]
468,[156.48102832],[154.4410957],[9.08392529],[0.09001477],[0.15393058],[34.9038924],[0.14990234],[1918.60009766],[1035.97509766],[4088],[4088],[4093],[4088],[4089],[4090],[4085],[3943]
469,[156.71087988],[154.65179297],[9.09350244],[0.02769685],[34.89110923],[34.90335976],[0.14990234],[1918.60009766],[1035.97509766],[4086],[4093],[4088],[4094],[4095],[4091],[4088],[3947]
470,[156.84495996],[154.32138135],[9.29941113],[34.89537029],[0.00426105],[34.8921745],[0.14990234],[1726.72509766],[1534.85009766],[4090],[4091],[4092],[4087],[4085],[4095],[4089],[3947]
471,[0.02873145],[154.3309585],[9.29462256],[0.08628635],[0.04580633],[34.89270713],[0.14990234],[1726.72509766],[1534.85009766],[4093],[4091],[4085],[4093],[4089],[4095],[4085],[3950]
472,[156.86411426],[154.67094727],[9.28025684],[0.06604634],[0.07403582],[34.89110923],[0.14990234],[1726.72509766],[1534.85009766],[4085],[4091],[4091],[4092],[4093],[4088],[4081],[3942]
473,[156.5767998],[154.45546143],[9.43349121],[0.03994738],[0.0436758],[34.89909871],[0.14990234],[1573.22509766],[1342.97509766],[4088],[4091],[4083],[4089],[4091],[4089],[4089],[3941]
474,[0.06704004],[154.71883301],[9.28504541],[0.01757685],[0.00585895],[34.89643555],[0.14990234],[1458.10009766],[1342.97509766],[4092],[4092],[4094],[4090],[4094],[4094],[4095],[3946]
475,[156.77313135],[154.48419287],[9.3425083],[0.02237053],[0.03142527],[34.89803345],[0.14990234],[1726.72509766],[1035.97509766],[4093],[4090],[4092],[4091],[4087],[4090],[4088],[3950]
476,[156.78749707],[154.66615869],[9.28025684],[0.05379581],[0.02663159],[34.90495766],[0.14990234],[1726.72509766],[1035.97509766],[4089],[4090],[4089],[4095],[4095],[4093],[4090],[3942]
477,[156.67735986],[154.4794043],[9.30419971],[0.01065264],[0.03408843],[34.88844608],[0.14990234],[1649.97509766],[1035.97509766],[4088],[4087],[4091],[4090],[4095],[4089],[4095],[3948]
478,[156.80665137],[154.55602148],[9.22758252],[0.03568633],[0.00958737],[34.90282713],[0.14990234],[1688.35009766],[997.60009766],[4085],[4090],[4092],[4090],[4090],[4091],[4089],[3949]
479,[156.74918848],[154.55602148],[9.32814258],[0.03195791],[0.02130527],[34.90442503],[0.14990234],[1688.35009766],[997.60009766],[4079],[4092],[4090],[4087],[4089],[4095],[4087],[3939]
480,[156.68693701],[154.50334717],[9.33771973],[0.02663159],[0.02876212],[34.90016397],[0.14990234],[1419.72509766],[1189.47509766],[4089],[4092],[4092],[4088],[4091],[4085],[4094],[3945]
481,[156.83538281],[154.50813574],[9.27067969],[0.02663159],[0.01917474],[34.90335976],[0.14990234],[1803.47509766],[1266.22509766],[4090],[4090],[4091],[4087],[4092],[4087],[4085],[3941]
482,[156.74918848],[154.52729004],[9.43349121],[0.02556632],[0.01864211],[34.89696818],[0.14990234],[1688.35009766],[1189.47509766],[4087],[4091],[4092],[4089],[4095],[4089],[4095],[3945]
483,[156.85453711],[154.48419287],[9.323354],[0.0335558],[0.01757685],[34.89004397],[0.14990234],[1688.35009766],[1189.47509766],[4091],[4085],[4092],[4087],[4087],[4088],[4089],[3942]
484,[156.82580566],[154.43630713],[9.30898828],[0.02609896],[0.02503369],[34.90016397],[0.14990234],[1841.85009766],[1419.72509766],[4095],[4088],[4088],[4091],[4092],[4095],[4088],[3940]
485,[156.67735986],[154.52250146],[9.323354],[0.03089264],[0.0234358],[34.90602292],[0.14990234],[1841.85009766],[1342.97509766],[4089],[4087],[4094],[4091],[4090],[4090],[4089],[3939]
486,[156.72524561],[154.52250146],[9.29941113],[0.01757685],[0.01970738],[0.00053263],[0.14990234],[1841.85009766],[1342.97509766],[4094],[4095],[4084],[4095],[4088],[4091],[4090],[3946]
487,[156.79228564],[154.45067285],[9.19885107],[0.01704422],[0.01544632],[0.00319579],[0.14990234],[1918.60009766],[1227.85009766],[4095],[4094],[4085],[4094],[4088],[4087],[4084],[3940]
488,[156.89763428],[154.42194141],[9.17969678],[0.0234358],[0.02077264],[34.90016397],[0.14990234],[2033.72509766],[1419.72509766],[4088],[4092],[4089],[4088],[4088],[4088],[4092],[3932]
489,[156.77791992],[154.51292432],[9.2132168],[34.89643555],[0.01917474],[34.89856608],[0.14990234],[1918.60009766],[1151.10009766],[4090],[4094],[4093],[4092],[4094],[4094],[4082],[3901]
490,[156.62468555],[154.48419287],[9.24673682],[34.88844608],[34.9022945],[0.00106526],[0.14990234],[1918.60009766],[1151.10009766],[4090],[4087],[4090],[4088],[4092],[4094],[4089],[3896]
491,[156.66778271],[154.45546143],[9.29941113],[34.84903132],[34.86181449],[0.00852211],[0.14990234],[2072.10009766],[1496.47509766],[4089],[4093],[4091],[4087],[4090],[4092],[4084],[3890]
